ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
114|2019-10-08|ES2344+514-20191008@174327-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458765.2385069444|180.0|21.724762705|2.19552497864|44.4231|1.4363799742
115|2019-10-08|L-Lacertae-20191008@173226-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|R_Astrodon_2018|2458765.230925926|180.0|21.4653824995|2.39125424623|29.7161|2.03514385114
116|2019-10-08|OJ248-20191008@181235-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458765.258738426|180.0|21.0608522956|2.5981282711|20.9132|2.72996091898
117|2019-10-08|PKS0735+17-20191008@180537-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458765.2539467593|180.0|21.5780960189|2.63767331839|29.23|2.0129494033
118|2019-10-08|PKS0735+17-20191008@180856-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458765.2562152776|180.0|21.5817160676|2.77986787558|29.9743|1.96854715355
119|2019-10-08|S5_0716+71-20191008@182015-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458765.26412037|180.0|21.6056002692|2.17640320659|32.3659|1.85838159852
120|2019-10-08|S5_0716+71-20191008@182335-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458765.266377315|180.0|21.6017373996|2.32726746798|32.6036|1.84638611795
121|2019-10-09|3C66A-20191009@202724-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458766.3524305555|180.0|21.7039205312|2.41901385784|44.4668|1.43450936433
122|2019-10-09|3C66A-20191009@203046-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458766.3547106483|180.0|21.7113523351|2.47429448366|43.8717|1.45007361833
123|2019-10-09|AO0235+16-20191009@203452-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458766.357638889|180.0|21.8146016845|2.54904482365|44.4671|1.43703822911
124|2019-10-09|AO0235+16-20191009@203815-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458766.3598958333|180.0|21.8085214096|2.6198764801|43.7198|1.45686475967
125|2019-10-09|OJ248-20191009@205053-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458766.368761574|180.0|21.2325567971|2.14134738445|57.2376|1.18270663528
126|2019-10-09|OJ248-20191009@205416-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458766.3710185187|180.0|21.2465633417|2.14169021249|57.9765|1.17323895058
127|2019-10-09|OJ287-20191009@205738-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458766.3733564815|180.0|21.7152335479|2.21212781668|52.6079|1.25041715912
128|2019-10-09|OJ287-20191009@210054-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458766.375625|180.0|21.7055743787|1.97024927139|53.3582|1.23834208688
129|2019-10-09|OJ49-20191009@210450-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458766.378414352|180.0|21.1287377966|2.14977645874|53.2349|1.24102346451
130|2019-10-09|PKS0735+17-20191009@204335-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458766.3636689815|180.0|21.6478138033|2.21265294552|66.3341|1.08798157164
131|2019-10-09|PKS0735+17-20191009@204656-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458766.365925926|180.0|21.6428247821|2.2652603507|67.0705|1.08207102461
132|2019-10-10|3C66A-20191010@202044-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458767.347824074|180.0|21.7037009332|2.37947784662|44.9556|1.42237836731
133|2019-10-10|3C66A-20191010@202408-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458767.3501041667|180.0|21.7055330213|2.51029721498|44.3614|1.43756623621
134|2019-10-10|AO0235+16-20191010@202815-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458767.3530439814|180.0|21.7961417564|2.4146050334|45.0844|1.42121730015
135|2019-10-10|AO0235+16-20191010@203138-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458767.355300926|180.0|21.802637833|2.51226454973|44.3371|1.4404408657
136|2019-10-10|ES2344+514-20191010@201304-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458767.3424074072|180.0|18.0556804116|2.92085852623|20.3095|2.89761489486
137|2019-10-10|ES2344+514-20191010@201626-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458767.3447453706|180.0|17.4730641335|3.02738348246|19.7995|2.96701385265
138|2019-10-10|OJ248-20191010@204416-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458767.3641666668|180.0|21.250116922|2.25734610558|56.6273|1.19077820368
139|2019-10-10|OJ248-20191010@204740-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458767.366435185|180.0|21.2346313386|2.25625202656|57.3698|1.18094822801
140|2019-10-10|OJ287-20191010@205104-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458767.3687962964|180.0|21.7380362625|2.31851418018|52.0028|1.26055557238
141|2019-10-10|OJ287-20191010@205418-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458767.3710532407|180.0|21.7150416819|2.38058595657|52.7491|1.24809482244
142|2019-10-10|OJ49-20191010@205816-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458767.373888889|180.0|21.1933761254|2.46355508566|52.6993|1.24966469351
143|2019-10-10|OJ49-20191010@210140-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458767.376157407|180.0|21.1688230694|2.60362559557|53.3757|1.23878312972
144|2019-10-10|PKS0735+17-20191010@203656-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458767.3590625|180.0|21.6517816842|2.34985086918|65.7209|1.09300208503
145|2019-10-10|PKS0735+17-20191010@204020-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458767.3613425926|180.0|21.6517084577|2.3319873333|66.466|1.08687229344
146|2019-10-10|S5_0716+71-20191010@210625-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458767.379548611|180.0|21.5521142347|2.07458868027|41.476|1.50582725882
147|2019-10-10|S5_0716+71-20191010@210949-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458767.381828704|180.0|21.5221009647|2.00349050164|41.5506|1.50366378479
148|2019-10-11|3C454-3-20191011@170442-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|R_Astrodon_2018|2458768.2116087964|180.0|20.657868078|3.12218145132|39.3518|1.5898268266
149|2019-10-11|3C454-3-20191011@170756-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|R_Astrodon_2018|2458768.2138541667|180.0|20.6869535208|2.92395387888|38.6089|1.61607567146
150|2019-10-11|3C66A-20191011@172733-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458768.227534722|180.0|21.6817891509|3.06354516745|69.5629|1.06843606264
151|2019-10-11|3C66A-20191011@173053-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458768.229791667|180.0|21.6885884133|2.90614014864|69.3585|1.06996827086
152|2019-10-11|4C71-07-20191011@175949-R_Astrodon_2018.fts|4C71-07|08 41 24.30|+70 53 42.0|130.35125|70.89500000000001|R_Astrodon_2018|2458768.2499537035|180.0|21.5638764019|2.3971223712|25.5468|2.29911004517
153|2019-10-11|AO0235+16-20191011@173536-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458768.233113426|180.0|21.73326613|2.97714112997|81.6123|1.01130816825
154|2019-10-11|AO0235+16-20191011@173855-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458768.2353703706|180.0|21.697700111|3.12052060366|81.1493|1.01265767787
155|2019-10-11|CTA102-20191011@165747-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458768.206863426|180.0|21.0581222953|2.56302083731|34.586|1.77780686501
156|2019-10-11|CTA102-20191011@170109-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458768.2091319445|180.0|21.0342535449|2.64425425529|33.8351|1.81303763092
157|2019-10-11|ES2344+514-20191011@171950-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458768.2221875|180.0|21.7256627842|2.79838556051|46.1155|1.39446994944
158|2019-10-11|ES2344+514-20191011@172312-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458768.2244444443|180.0|21.7161225247|2.84164581299|45.6491|1.40566102087
159|2019-10-11|L-Lacertae-20191011@171213-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|R_Astrodon_2018|2458768.216886574|180.0|21.4552970922|2.73678952456|31.2718|1.94298688902
160|2019-10-11|OJ248-20191011@205317-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458768.3703935184|180.0|21.1884330722|3.6761292696|59.5608|1.1542303744
161|2019-10-11|OJ248-20191011@205636-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458768.372650463|180.0|21.1401450931|3.18278086185|60.3006|1.1457591367
162|2019-10-11|OJ287-20191011@210012-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458768.375150463|180.0|21.6492535854|2.8784902215|55.008|1.21346775252
163|2019-10-11|OJ287-20191011@210327-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458768.3773958334|180.0|21.6212918902|2.87676849365|55.7512|1.20274060132
164|2019-10-11|PKS0735+17-20191011@174435-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458768.239363426|180.0|21.4990941988|3.04555459023|27.1354|2.15145506293
165|2019-10-11|S5_0716+71-20191011@175224-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458768.2447800925|180.0|21.5527593259|2.4925318718|31.1701|1.92146138084
166|2019-10-11|S5_0716+71-20191011@175544-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458768.247037037|180.0|21.5637857148|2.33665064573|31.4149|1.90804395955
167|2019-10-12|3C66A-20191012@202027-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458769.3476041667|180.0|21.6395637911|2.51668809652|43.5883|1.45761056769
168|2019-10-12|3C66A-20191012@202348-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458769.349872685|180.0|21.6468484451|2.52868704796|42.9949|1.47390233652
169|2019-10-12|AO0235+16-20191012@202803-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458769.3528935183|180.0|21.6770973494|2.60564472675|43.3262|1.46738151836
170|2019-10-12|AO0235+16-20191012@203124-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458769.355138889|180.0|21.6903619643|2.46026523709|42.5828|1.48833710518
171|2019-10-12|OJ248-20191012@204433-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458769.364351852|180.0|21.183066793|2.51542813182|58.4759|1.16711328028
172|2019-10-12|OJ248-20191012@204754-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458769.366608796|180.0|21.1825539761|2.32032026052|59.2153|1.15817490232
173|2019-10-12|OJ287-20191012@205130-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458769.369097222|180.0|21.675745014|2.67502201796|53.9085|1.22985543174
174|2019-10-12|OJ287-20191012@205444-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458769.371354167|180.0|21.6650660311|2.45701743364|54.6553|1.21853314825
175|2019-10-12|OJ49-20191012@205854-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458769.3743171296|180.0|21.0741805074|2.91907784939|54.4459|1.22251696201
176|2019-10-12|OJ49-20191012@210215-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458769.3765625|180.0|21.0602669395|2.5895488739|55.1034|1.21283418606
177|2019-10-12|PKS0735+17-20191012@203705-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458769.359166667|180.0|21.6090069281|2.30299273729|67.5371|1.07855343464
178|2019-10-12|PKS0735+17-20191012@204027-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458769.361423611|180.0|21.6117235032|2.35921458006|68.2711|1.07305693629
